,material_id,cif,energy_per_atom
7646,C-57111-4456-17,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.56905000
_cell_length_b   4.94550000
_cell_length_c   7.62331000
_cell_angle_alpha   89.98828000
_cell_angle_beta   89.35966000
_cell_angle_gamma   90.00717000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C16
_cell_volume   96.84990697
_cell_formula_units_Z   16
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  1.01794958  0.08658620  1.02504899  1
  C  C1  1  0.52515544  0.92554184  0.78384533  1
  C  C2  1  1.03235470  0.87018001  0.47085471  1
  C  C3  1  1.02137074  0.87011476  0.29173357  1
  C  C4  1  0.03391076  0.12366696  0.55169538  1
  C  C5  1  0.02955114  0.37287411  0.47235208  1
  C  C6  1  1.02320973  0.29868775  0.88220135  1
  C  C7  1  1.02839639  0.08700415  0.73838783  1
  C  C8  1  0.51979664  0.92536862  -0.01983693  1
  C  C9  1  1.01810408  0.12363451  0.21140024  1
  C  C10  1  0.03119572  0.62121287  0.58714274  1
  C  C11  1  0.51799457  0.64532505  1.05512614  1
  C  C12  1  0.01993148  0.37283925  0.29033558  1
  C  C13  1  0.52720511  0.64532503  0.70909955  1
  C  C14  1  0.01645907  0.62120517  0.17631034  1
  C  C15  1  0.52268433  0.46669911  0.88234490  1
",-154.22301625
5413,C-34627-4459-50,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.34027000
_cell_length_b   3.70003000
_cell_length_c   4.81909000
_cell_angle_alpha   102.38703000
_cell_angle_beta   89.21737000
_cell_angle_gamma   127.20494000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C8
_cell_volume   59.53113829
_cell_formula_units_Z   8
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.91023231  0.44534077  0.00679072  1
  C  C1  1  0.42608421  1.12973396  0.72002854  1
  C  C2  1  0.19824307  -0.32866557  0.23854608  1
  C  C3  1  0.52227872  0.67098726  0.23861057  1
  C  C4  1  0.14118094  -0.09149929  0.48548083  1
  C  C5  1  0.75261198  0.13037999  0.71993573  1
  C  C6  1  0.81685864  0.90860013  0.48548732  1
  C  C7  1  0.58399732  0.44453703  1.00692391  1
",-154.08448125
5703,C-40128-4097-20,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.47853000
_cell_length_b   2.47814000
_cell_length_c   6.77783000
_cell_angle_alpha   68.56487000
_cell_angle_beta   68.54572000
_cell_angle_gamma   59.97219000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C6
_cell_volume   32.67459942
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.82641875  0.58758811  0.71779346  1
  C  C1  1  0.27122218  1.03016263  0.05221524  1
  C  C2  1  0.38102073  0.13902044  0.38728985  1
  C  C3  1  -0.00865172  0.75058928  0.47053798  1
  C  C4  1  0.43776577  0.19873285  0.80113507  1
  C  C5  1  0.54859170  0.30713819  0.13621861  1
",-154.527101
9237,C-107734-9364-54,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.52326000
_cell_length_b   4.45463000
_cell_length_c   4.30678000
_cell_angle_alpha   76.91974000
_cell_angle_beta   85.32772000
_cell_angle_gamma   97.58778000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C8
_cell_volume   46.42831052
_cell_formula_units_Z   8
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.17970259  0.24050665  1.01635178  1
  C  C1  1  0.05208021  1.08845720  0.73453429  1
  C  C2  1  0.64086211  0.11987204  0.21654243  1
  C  C3  1  0.87910332  0.74820214  0.91359327  1
  C  C4  1  0.54337615  0.54975649  0.50410523  1
  C  C5  1  0.35441319  0.58074220  0.83746481  1
  C  C6  1  0.59127908  0.20891906  0.53447984  1
  C  C7  1  0.69081555  0.77938221  0.24690995  1
",-154.09498875
7553,C-47642-4937-56,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.44720000
_cell_length_b   6.56128000
_cell_length_c   7.58442000
_cell_angle_alpha   76.82001000
_cell_angle_beta   107.58771000
_cell_angle_gamma   105.51520000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C16
_cell_volume   110.41289279
_cell_formula_units_Z   16
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.50769977  0.56860123  0.36565236  1
  C  C1  1  0.10334816  0.69472428  0.38562606  1
  C  C2  1  0.69032540  0.81274774  0.04486762  1
  C  C3  1  0.74930995  0.27666421  0.24694031  1
  C  C4  1  0.78313735  0.13067105  0.77085421  1
  C  C5  1  0.35846573  0.37886856  0.30064292  1
  C  C6  1  0.06483787  0.75364714  0.97478116  1
  C  C7  1  0.58274869  1.04239322  0.21332375  1
  C  C8  1  0.95561137  -0.08881507  0.58453207  1
  C  C9  1  0.02127607  0.25245631  0.92908374  1
  C  C10  1  0.34983351  0.82624698  0.53644859  1
  C  C11  1  0.17725890  0.07127880  0.70074388  1
  C  C12  1  0.79113997  0.58782089  0.86682723  1
  C  C13  1  0.58677149  0.21206604  1.04790474  1
  C  C14  1  0.18929438  0.48418615  0.85420183  1
  C  C15  1  0.98997750  0.90787208  0.21587373  1
",-154.068704375
1743,C-92160-9421-10,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.45461000
_cell_length_b   4.77572000
_cell_length_c   7.02800000
_cell_angle_alpha   82.20500000
_cell_angle_beta   81.87030000
_cell_angle_gamma   79.30428000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C14
_cell_volume   79.63278621
_cell_formula_units_Z   14
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  1.17644699  0.64889077  0.04492173  1
  C  C1  1  0.71102307  -0.19205304  0.46686535  1
  C  C2  1  0.87006670  0.47747462  0.77683336  1
  C  C3  1  0.64072511  0.56539810  0.37196205  1
  C  C4  1  0.75101464  0.08703093  0.35694104  1
  C  C5  1  0.33657408  0.43206760  0.90566952  1
  C  C6  1  0.12728960  0.95155197  0.74355478  1
  C  C7  1  0.61983821  0.29633098  0.50856354  1
  C  C8  1  0.42652301  0.12728489  0.02086413  1
  C  C9  1  0.28896964  0.18371038  0.23432944  1
  C  C10  1  0.71879094  0.78938521  0.68060402  1
  C  C11  1  0.02657195  0.95757211  0.96485444  1
  C  C12  1  0.19280461  0.51560018  0.24214395  1
  C  C13  1  0.06601313  0.25833901  0.63395024  1
",-154.194119285714
7987,C-172961-4783-9,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.41493000
_cell_length_b   3.41632000
_cell_length_c   5.41215000
_cell_angle_alpha   98.86821000
_cell_angle_beta   98.83194000
_cell_angle_gamma   93.90800000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C10
_cell_volume   61.37303547
_cell_formula_units_Z   10
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.80892180  0.24825513  0.07287377  1
  C  C1  1  0.57134682  0.48772622  0.50501604  1
  C  C2  1  0.53453060  0.93369995  0.89744922  1
  C  C3  1  -0.18960899  0.73106314  0.73255977  1
  C  C4  1  0.17959160  0.09958062  0.22079239  1
  C  C5  1  0.32739113  0.73025626  0.07338405  1
  C  C6  1  0.52666866  0.44718887  0.22562900  1
  C  C7  1  1.01437937  0.45607984  0.89778179  1
  C  C8  1  0.15910506  0.07985996  0.73707687  1
  C  C9  1  0.27953935  0.19749222  0.50540480  1
",-154.092769
8021,C-28224-863-14,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.46318000
_cell_length_b   3.79861000
_cell_length_c   7.36945000
_cell_angle_alpha   90.12669000
_cell_angle_beta   80.38326000
_cell_angle_gamma   108.93463000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C10
_cell_volume   64.20574720
_cell_formula_units_Z   10
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.13738833  0.20163869  0.90554778  1
  C  C1  1  0.32572372  0.73553131  0.06336483  1
  C  C2  1  0.73273814  0.66606181  0.18035486  1
  C  C3  1  0.71832431  0.96001264  0.49807170  1
  C  C4  1  1.14890107  0.91190255  0.58829587  1
  C  C5  1  1.00979228  0.82722902  0.78855218  1
  C  C6  1  0.54448972  0.13135615  0.02256871  1
  C  C7  1  0.36890977  0.62039823  0.86375848  1
  C  C8  1  0.50568046  0.24726441  0.22204284  1
  C  C9  1  -0.13575209  0.04100939  0.29730946  1
",-154.213322
2506,C-28232-5757-44,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.43212000
_cell_length_b   4.25366000
_cell_length_c   4.30464000
_cell_angle_alpha   82.95722000
_cell_angle_beta   80.00516000
_cell_angle_gamma   83.81943000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C6
_cell_volume   43.35617213
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.25326811  0.47577443  1.10369600  1
  C  C1  1  0.58676484  0.80996522  0.43602981  1
  C  C2  1  0.69788601  0.58771067  0.21501859  1
  C  C3  1  0.36457086  0.25469279  0.88139735  1
  C  C4  1  1.03137115  0.92204400  0.54721139  1
  C  C5  1  -0.07994807  0.14305739  0.76959796  1
",-154.4491325
7632,C-56475-1508-55,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.48420000
_cell_length_b   3.82362000
_cell_length_c   5.98137000
_cell_angle_alpha   59.64675000
_cell_angle_beta   78.04467000
_cell_angle_gamma   71.03316000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C8
_cell_volume   46.30107644
_cell_formula_units_Z   8
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.18543334  0.30749191  0.39356710  1
  C  C1  1  0.67541497  -0.11710508  0.83828776  1
  C  C2  1  0.46162776  0.25479508  0.89451498  1
  C  C3  1  0.85125264  0.37068122  1.00088364  1
  C  C4  1  0.96961524  0.67888348  0.45047791  1
  C  C5  1  -0.20393384  1.19114387  0.28745409  1
  C  C6  1  0.42344624  0.60809787  0.61545871  1
  C  C7  1  0.22130525  0.95407446  0.67325431  1
",-154.2219875
